cif_id,target
K1_ICSD_44669,-3.34125140600586
Hf1N2_ICSD_290428,-4.54643705590149
C2Os1_ICSD_168279,-4.68372554510098
Fe1Hf4P1_ICSD_632255,-4.48458320034376
Ag1Al1Se2_ICSD_28745,-4.14710847559687
Al1Mn1Ni2_ICSD_57976,-4.3057573030626
Cr3N1Pt1_ICSD_53142,-4.1901111542961
Ho1Os2_ICSD_639530,-4.59835652907175
As2O6Sr1_ICSD_420297,-4.34976535118351
Ba1Ga2_ICSD_150472,-4.02132883858698
Mg1Pt1Sb1_ICSD_44826,-4.28408101790956
Re2Sc1_ICSD_105890,-4.68119607309797
Ge1O2_ICSD_281600,-4.42781172963803
Ge3La2Li2_ICSD_262431,-4.18624826253328
Au1Ga2_ICSD_150958,-3.96367857259758
P1U1_ICSD_150959,-4.33514187103423
Cl6Te1Tl2_ICSD_26705,-3.92634395797308
K1Nb1O3_ICSD_9533,-4.47011684998418
Pd1Sb1Tb1_ICSD_648792,-4.34564919751961
O4Pd3Sr1_ICSD_16537,-4.29406875504561
As1Ga1_ICSD_41992,-4.15105629774903
Sb1_ICSD_52227,-4.26888123613617
Pt1Sb1Se1_ICSD_649563,-4.3536217635916
Ca1O2_ICSD_20275,-4.24013733296928
Ru4Sb12Sr1_ICSD_42962,-4.36510878557006
Fe1Sb1V1_ICSD_53539,-4.4440281714435
Bi1_ICSD_52724,-4.22389547278974
Cu1Pt7_ICSD_108775,-4.4467312427825
O2S1Sc2_ICSD_2450,-4.46221237668165
C1N2_ICSD_247677,-5.0049003266176
Os2Si2U1_ICSD_604008,-4.62084320143669
Cs1H1_ICSD_53236,-3.42325679658038
Bi1Cu1Mg1_ICSD_58774,-4.10092620673524
B6Y1_ICSD_54730,-4.48673843983214
Er3Ge13Ir4_ICSD_630617,-4.37386913013033
Ag1C1_ICSD_183175,-4.10467305347081
Ni2Si2Th1_ICSD_18159,-4.452145332735
Li3N1_ICSD_156889,-3.94621879894833
Al2Ho1_ICSD_57911,-4.33959656116463
Er1Tl3_ICSD_103313,-3.97919553220734
Be1Hf1Si1_ICSD_108103,-4.47905817802194
Pt3Zr1_ICSD_105858,-4.56899185947907
S2Ta1_ICSD_24756,-4.51129561556411
Cd1Dy2Se4_ICSD_246499,-4.28362432497887
Dy1Tl1_ICSD_103375,-4.21752665917674
Co1P1Ta4_ICSD_624637,-4.65561558691964
C60Rb6_ICSD_66880,-4.65764246823638
Al3Ni2Th1_ICSD_58061,-4.40309296172245
Dy3Os1_ICSD_630049,-4.43142165947223
C1Ge1_ICSD_182364,-4.29164964657716
C1W2_ICSD_108194,-4.74137947648227
La1Rh1Si2_ICSD_602316,-4.43207067572079
Al1Pd1Tb1_ICSD_54938,-4.34115422367816
C1Er5Ge3_ICSD_617665,-4.37552091738232
O7Pt2Sb2_ICSD_108965,-4.34317283373237
C6Cr3W20_ICSD_617559,-4.753750151091
Ho1Os2Si2_ICSD_56234,-4.59207908686461
Dy1In1Ni1_ICSD_55846,-4.28823409414725
Sn1Te3Tl4_ICSD_104191,-3.9639902557436
Zn1Zr1_ICSD_181290,-4.37603471424082
Ir1O2_ICSD_56009,-4.52026637465695
C1Mg1N2_ICSD_44110,-4.6000841100837
Er1Ge1_ICSD_42380,-4.32462957355755
Hf1Pd1Sn1_ICSD_106773,-4.44312966866044
Ga1Hf1Rh1_ICSD_634326,-4.49131409776727
Ag2Ho1_ICSD_58278,-4.12404327659482
C1Tl1Zr2_ICSD_618976,-4.50354778494762
Al9Ba1Co2_ICSD_606143,-4.31548766529191
Ge1Mg1O3_ICSD_160824,-4.35031473109025
Mo1N1_ICSD_168365,-4.70114255884356
Sb3Y4_ICSD_651736,-4.33731109443375
Cl1Na3O1_ICSD_67319,-3.79579316713243
Cu6Ga5Mg2_ICSD_240092,-4.06273342957337
B2Nb3_ICSD_107319,-4.69917634322429
Cl6K2Pt1_ICSD_2582,-3.98881877742684
Au1In1Li2_ICSD_58497,-3.85667287000795
Pt3Zn1_ICSD_105853,-4.45117098144468
B1Nb1O4_ICSD_63202,-4.65418925386349
Ca3Hg2_ICSD_58904,-3.98007820697023
Ni1P1Ta4_ICSD_646156,-4.64561493036537
Rh1Sc1_ICSD_105919,-4.44165269194361
B2Mo1_ICSD_157529,-4.64080980084419
I1Li1_ICSD_414242,-3.66199197758861
Au1Sn1Y1_ICSD_415826,-4.2750527223449
F3Pb1Rb1_ICSD_49591,-3.92698955823399
F6Hf1V1_ICSD_94455,-4.27531133717003
Cd1Ni4Sc1_ICSD_185106,-4.20133140316655
Er1Ga2Pd1_ICSD_600162,-4.25827103944394
Cd1Dy1Ga1_ICSD_619800,-4.20992746002249
Ru1Th1_ICSD_150820,-4.5427056303215
B1W1_ICSD_615689,-4.70177371998841
As1Na3S3_ICSD_1036,-4.00790752959757
Os1Si3Th1_ICSD_647791,-4.5283841562779
As1La1_ICSD_106265,-4.38904827625154
Al1Dy1Ni1_ICSD_107416,-4.3246378274826
As2O3_ICSD_16850,-4.37363909909232
Re2Zr1_ICSD_650209,-4.73212223695034
Ge1Rh1Sc1_ICSD_637681,-4.43477338326273
In3Rh2Ti3_ICSD_410967,-4.40691118291411
C1Er3Ga1_ICSD_76818,-4.26776872887653
Bi1Mg1Ni1_ICSD_76253,-4.16426188061979
N1Ni2Ta4_ICSD_644599,-4.63474607304088
Mn1Ni1P1_ICSD_161714,-4.24480912502248
In1Pd3_ICSD_247188,-4.28957374381614
Ni1Pd1Te1_ICSD_419759,-4.25218904220681
Er1Ga1_ICSD_602411,-4.30414198132163
Ba1Mo3Te3_ICSD_603674,-4.42438615486055
Ag1Ti2_ICSD_605935,-4.36051351073141
Hf1Tc1_ICSD_104277,-4.61149561065264
Au2Mn1_ICSD_58549,-4.16730272098474
Ga2La1_ICSD_103766,-4.2363736241025
Ge1Hf1V1_ICSD_636594,-4.52250396613403
Bi1Th1_ICSD_58860,-4.40406199257988
F2Ti1_ICSD_65410,-4.14357080975231
La1Se1_ICSD_183943,-4.33306290293457
Ca2Sn1_ICSD_58935,-4.11867869435106
Mn1Ni1Si1_ICSD_161713,-4.270815764721
Ge1Rh1Tb1_ICSD_85993,-4.41931332472172
K2Te3_ICSD_2453,-3.9251360381479
Co1Sc1_ICSD_102642,-4.30846499104934
Ru2Tb5_ICSD_650702,-4.39426087637957
Ag1Er1Sn1_ICSD_183318,-4.22380603106322
As1Ca3Cl3_ICSD_36002,-4.085582262778
P1_ICSD_169539,-4.1775220077648
Li1Mg1P1_ICSD_44807,-4.03634956361713
N3Tl1_ICSD_25009,-4.2270082948887
Sc5Si3_ICSD_23932,-4.42192149484321
Ca1Hg1Sn1_ICSD_602726,-4.0245783021678
H2La1_ICSD_44874,-4.09418254031823
Pb1Pd2Y2_ICSD_99189,-4.29434664661132
Ca1Cu1F4_ICSD_9928,-4.10108184152135
Cu2Te2Tl1_ICSD_601653,-4.02553989143101
Ir1Sb3_ICSD_15458,-4.40567707493148
Be4N4Sr2_ICSD_413356,-4.36303995230834
Ba1Cu1Sb1_ICSD_57020,-4.12407737206212
Au1O1Rb3_ICSD_75499,-3.67162243550728
Al2Li1Rh1_ICSD_105509,-4.29973252662134
N4W3_ICSD_186209,-4.64755505430526
Cu1Mn3N1_ICSD_628356,-3.9306612631162
C1Ge1V2_ICSD_166031,-4.54914453493813
F4Mg1Rb2_ICSD_69681,-3.90243729878975
Cl6Cs2Sn1_ICSD_26699,-3.86892374045285
S3Sc1Y1_ICSD_23422,-4.38084821058918
Hf2Hg1_ICSD_638564,-4.46892363052491
Al1Ge1Li1_ICSD_152087,-4.06731522759105
P1Zr1_ICSD_648315,-4.54011016802933
Ho3Sn7_ICSD_174438,-4.24102228746819
Ca1F3K1_ICSD_154073,-3.95755444097995
Ba1Pd1_ICSD_616028,-4.04740320299176
B6Hf2Ni21_ICSD_614444,-4.41029496750292
Cd1Dy1_ICSD_58962,-4.23936494526813
Al2Pb1S4_ICSD_609026,-4.27306424932958
Ca1O3Ru1_ICSD_162776,-4.40617140388725
Br1Tl1_ICSD_109144,-3.65174772287532
Ga0.4N0.2V0.6_ICSD_634722,-4.48981973581648
Pd1Ti1_ICSD_105721,-4.41809128254917
Cu3Nb1S4_ICSD_108392,-4.29642062105633
Cs1Na2_ICSD_627052,-3.40891534907535
Mg1Te1_ICSD_168349,-4.15205119749596
N1Tb1_ICSD_169205,-4.49933136743655
Al1Cu1O2_ICSD_31368,-4.38449288110407
Al2B1Re3_ICSD_43842,-4.60524196944845
H2V1_ICSD_164603,-4.20256556146553
P1Sc3_ICSD_648101,-4.37822048880772
Al1Sn3Zr5_ICSD_106250,-4.46309703599649
B4Th1W1_ICSD_615588,-4.61486938733436
N2O1_ICSD_22397,-4.2257707127669
K1O3Sb1_ICSD_77333,-4.25806800321682
Au1S2V1_ICSD_96089,-4.31192116179547
P1Tb1_ICSD_43600,-4.43253015027115
Ag9In4_ICSD_832,-3.88545573279414
La1Mg1_ICSD_104658,-4.19558589680772
Pt1Sn1Tb1_ICSD_417533,-4.39378959136106
Si3Zr5_ICSD_656924,-4.54726008481467
B2Gd1_ICSD_44306,-4.49934096627137
P1Ti1_ICSD_24337,-4.50251608129106
Al1Er1Ni1_ICSD_607431,-4.33303578655816
Ir1V1_ICSD_104589,-4.49521797064485
Cr2Ti1_ICSD_102851,-4.57135666626164
Au1Mn1Sb1_ICSD_52673,-4.21126543477325
Ce4Rh12Si1_ICSD_247295,-4.48436587884354
Er1Rh2Si2_ICSD_53411,-4.50072816942775
Ge1Rh1Zr1_ICSD_637737,-4.52095906967445
Ge1O8Zr3_ICSD_29263,-4.50786846641843
Ce1Ge1Ir1_ICSD_414509,-4.49316903083603
C1Co2Mo4_ICSD_76136,-4.60503552411932
Au1Ni4Tb1_ICSD_612229,-4.21832646706003
Hg3Yb1_ICSD_639305,-3.64131340785254
Co2O7Sb2_ICSD_247302,-4.36502926482744
In1Pt4Tb1_ICSD_640311,-4.44664985679017
Al2N1Nb3_ICSD_60644,-4.61081441713726
B4Rh4Th1_ICSD_601578,-4.5458200430791
Ho1Pd3_ICSD_104434,-4.33040236024017
Ni1Zr2_ICSD_102805,-4.46701388930663
S2Sc1Tl1_ICSD_418474,-4.23295105033439
Pd1Sb2U1_ICSD_50348,-4.36717032585525
C1Sn1_ICSD_182365,-4.32445536063098
Li1N1Zn1_ICSD_16790,-4.16838038485533
Mg1O1_ICSD_101007,-4.39064574624999
Co4Ge13Yb3_ICSD_623672,-4.21643084191498
As1Ru1Zr1_ICSD_35593,-4.5543802308949
Ca1Pb1Zn1_ICSD_659603,-3.99290116200881
Tc1V1_ICSD_106143,-4.66801222813032
Ag1In5Te8_ICSD_151871,-4.08405012546857
Al1Cu2Ti1_ICSD_185280,-4.31737574863173
H3Mg1Ni1_ICSD_187259,-4.02177062197369
Er1Rh1_ICSD_103293,-4.42658644859036
Cu2In1Mn1_ICSD_102996,-4.08786885182663
Al1Ca1Si1_ICSD_155192,-4.24248933866783
Ag1Dy1Mg1_ICSD_657937,-4.15311325320732
C1W1_ICSD_185994,-4.63372463457737
Ge2La1Pd1_ICSD_636826,-4.30414110648722
C1S1Zr2_ICSD_162460,-4.58208842242629
Ru1Ti1_ICSD_106004,-4.63062826998207
Nb2O6Zn1_ICSD_36290,-4.55195567205408
Cd3P2_ICSD_181135,-4.08429737239248
K1Na2Sb1_ICSD_44332,-3.73709112520668
La1Tl1Zn1_ICSD_642075,-4.12560516587366
Mo1Pt3_ICSD_161108,-4.52439998951342
C1Lu1Rh3_ICSD_77151,-4.51476849549125
As1Ca3N1_ICSD_657354,-4.22795128031792
Os1Ti1_ICSD_105572,-4.67318299435812
Fe1Nb4P1_ICSD_632795,-4.63555032057544
Ag1Hf2_ICSD_163152,-4.44352984567212
Mg1Pd3_ICSD_153055,-4.25544651832993
Hf2Rh1_ICSD_638828,-4.59295939200152
Ca1Si2Zn2_ICSD_59649,-4.16095206050829
Re2Tb1_ICSD_650152,-4.67468552150474
Fe1Ga2Hf6_ICSD_631770,-4.5154965883364
In2Mg1S4_ICSD_53096,-4.22734683009352
La1Rh1Si1_ICSD_641749,-4.43401530572449
In24S32_ICSD_640361,-4.17787181999997
N1Os1_ICSD_167514,-4.66331017105415
Rh2Si2Y1_ICSD_602257,-4.5070832372575
Na2Ni1O2_ICSD_14159,-4.11080141965148
As1Cd1K1_ICSD_609963,-3.98348478229432
P2Pt1_ICSD_15026,-4.47772664868782
H2Sr1_ICSD_155988,-3.88386067001077
Si1Ta2_ICSD_42526,-4.66647212147891
Ir1Nb1Si1_ICSD_411882,-4.66068572597856
As1Pa1_ICSD_44041,-4.48280410205003
Ca1O3Si1_ICSD_240406,-4.53162755804789
Ge1Pd2Y1_ICSD_637566,-4.33750187852764
C7V8_ICSD_22177,-4.69707194822038
Au1Ca1_ICSD_54978,-4.08896017297287
Er1Ir1_ICSD_103257,-4.49417332120026
Al4Ce1Ni1_ICSD_104628,-4.34686952737537
Ca2I1N1_ICSD_65216,-4.16376705771907
Ba4Bi3_ICSD_96943,-4.10113007770532
Co2Mn1Sn1_ICSD_102531,-3.94112624532166
Ir1P3_ICSD_23713,-4.51544820056474
O2Pa1_ICSD_28915,-4.53442978792881
Li1Ru1Sn4_ICSD_412250,-4.1998832400436
Be13Sc1_ICSD_616416,-4.44284904157879
Si2W1_ICSD_26869,-4.60501278614254
Be2Re1_ICSD_58732,-4.54514599704601
Ce1O2_ICSD_156250,-4.49638089034268
In1S3Sb1_ICSD_300207,-4.2528539777429
Ag1Ca1P1_ICSD_10016,-4.14750048794864
Ir3W1_ICSD_641166,-4.75321838296495
F6Sn2_ICSD_33786,-4.16491024811055
Co1Dy1Ge1_ICSD_601865,-4.36176040932525
I6Rb2Te1_ICSD_36009,-3.8080797315922
Be1Ta2_ICSD_58738,-4.65281054316878
Al4In3Sr11_ICSD_159149,-4.04984942445488
H2Mg1_ICSD_168832,-3.95717650259538
Pb2Pt1_ICSD_54316,-4.21920760061632
Cu1Sb2Ti5_ICSD_159248,-4.41199848033462
N2Os1_ICSD_240758,-4.63684323376628
La1Mg1Tl1_ICSD_414439,-4.1687786333931
Ir2Si1_ICSD_640995,-4.63571923299961
Nb3Si1_ICSD_645413,-4.61364017365389
B1In1Sc3_ICSD_44421,-4.35278041011417
Al4Ni3_ICSD_58042,-4.36888308952421
In1Li1Te2_ICSD_162674,-4.00781952590105
Au1Ho1Pb1_ICSD_58487,-4.24699025104988
Ru1Sb1Ti1_ICSD_107127,-4.49262184513017
B1Mo1_ICSD_24280,-4.70684746031297
C2Na2_ICSD_28066,-4.13210196678417
Au1La1_ICSD_612101,-4.26125431327547
Ge2La1Ru2_ICSD_55927,-4.48160846945277
Mg1Ni2Sn1_ICSD_104842,-4.22548814364835
Al2Th3_ICSD_58183,-4.46553347351933
Ge1Ni2Zn3_ICSD_52179,-4.18524447029469
K3Sb1Te3_ICSD_300182,-3.93713609788988
Pt3Sn1_ICSD_105795,-4.43310311762135
Au1O2Y1_ICSD_95675,-4.32419050751826
Al1Bi1O3_ICSD_157549,-4.43268302448924
Sb1Y1Zr1_ICSD_107067,-4.41131269013645
Rh1Sn2_ICSD_650384,-4.29816789227054
Pt3Tb1_ICSD_105808,-4.44768715049654
Au1Ba1_ICSD_611634,-4.01305503022277
As1Ba1Pt1_ICSD_59192,-4.25489474638415
Ca1Pb1_ICSD_58918,-4.07209095320744
F1Rb1_ICSD_53828,-3.61988829551291
B12Hf1_ICSD_614421,-4.62732545171374
Ni1S1Sb1_ICSD_38843,-4.26943654116775
Au1Zr2_ICSD_108025,-4.46667033912827
Sc1Se1_ICSD_44972,-4.29539568519129
Nb1Pt1Si1_ICSD_90433,-4.58408558740068
Al2Zr1_ICSD_609713,-4.45059942990065
Ho1Pt1Sn1_ICSD_104444,-4.39552662074589
Ir3Mo1_ICSD_104506,-4.73076499977551
As1Ti1_ICSD_44074,-4.26926212473795
Dy4Sb3_ICSD_630229,-4.34924578170162
S4Zr3_ICSD_651475,-4.40295784321992
As3Co1_ICSD_31111,-4.31735500534721
Er1Pd1Sn1_ICSD_657627,-4.33039864279301
O1Ti3_ICSD_23575,-4.48165454641758
Cu3Se4Ta1_ICSD_108406,-4.27093407216841
Sb1Th1_ICSD_52316,-4.45224621014752
Au1Rb1_ICSD_58428,-3.45729529630757
S4Y2Zn1_ICSD_651411,-4.33302550147896
Ga3Hf1_ICSD_103728,-4.27617586763452
Cd1La1_ICSD_102003,-4.17350342350429
Dy2O7Ru2_ICSD_78151,-4.46600818170381
Os4Sb12Sr1_ICSD_658734,-4.40736475421581
B12Yb1_ICSD_603063,-4.58932566022192
La1Tl1_ICSD_104730,-4.19539311757365
Fe4O11Sr4_ICSD_249007,-4.27857028051879
Er1Ga1Ir1_ICSD_630550,-4.43747517715985
In1La1Rh1_ICSD_51957,-4.33836144563008
N2Sr1Ti1_ICSD_85770,-4.44798919723967
Al3C3Ho1_ICSD_606218,-4.50687668688398
Ge3Pu1_ICSD_157520,-4.03341340202991
N3Rb1_ICSD_25007,-4.24220857882763
Au1F4K1_ICSD_10327,-3.98941597875901
Er1Os2_ICSD_630902,-4.60072788375079
B4Cr1_ICSD_24353,-4.75657498125659
Mn1Pt1Sn1_ICSD_104955,-4.25935945094292
Cu1Mg1Sb1_ICSD_412294,-4.12658929288102
C1Ga1Sc2_ICSD_160379,-4.39320925809836
Fe2Re3_ICSD_108565,-4.71603652500076
Al2Hg1S4_ICSD_25635,-4.24294805048066
Tc1Ti1_ICSD_106142,-4.60418802792435
As1B2P1_ICSD_181293,-4.50793140207379
F3Mg1Na1_ICSD_171813,-4.00737182351174
Bi1Ca2_ICSD_42136,-4.12625403285334
Er1Ga1Pd1_ICSD_54592,-4.31122612316848
Co1Mo1P1_ICSD_2421,-4.35070409321236
Al2Sc1_ICSD_186475,-4.35229534075651
